10000;511
20000;1077.67
40000;2293
80000;4697
160000;9695.67
320000;19857.3
640000;43566
10000;31882
20000;108833
40000;333836
80000;869832
160000;1.82129e+06
320000;3.59109e+06
640000;7.14265e+06
10000;33677
20000;133790
40000;493148
80000;1.46413e+06
160000;3.05504e+06
320000;5.96936e+06
640000;1.2399e+07
10000;505.333
20000;1053.33
40000;2203.33
80000;4961.33
160000;9554.67
320000;18281.3
640000;39481
10000;420
20000;947.667
40000;1803
80000;3770
160000;7670
320000;16076.7
640000;35058.3
