10000;79
20000;401.4
40000;1508.6
80000;5486.8
160000;28625.4
320000;103067
640000;479246
10000;0
20000;0
40000;0
80000;0
160000;0
320000;1
640000;2.6
10000;191.6
20000;663.4
40000;3253.6
80000;12734.8
160000;57623.6
320000;255964
640000;1.04562e+06
10000;73.2
20000;273
40000;1210.4
80000;5140
160000;26535.4
320000;78373.4
640000;402641
10000;46.2
20000;187
40000;1040.4
80000;3593.2
160000;13438.4
320000;54122
640000;245520
